Date,Time,Pair,Price
10/13/2022,06:02:35 PM,WBTC/USD,19430.41
10/13/2022,06:02:36 PM,WBTC/USD,19431.0
10/13/2022,06:02:37 PM,WBTC/USD,19430.51
10/13/2022,06:02:38 PM,WBTC/USD,19430.0
10/13/2022,06:02:40 PM,WBTC/USD,19430.53
10/13/2022,06:02:41 PM,WBTC/USD,19431.0
10/13/2022,06:02:41 PM,WBTC/USD,19431.0
10/13/2022,06:02:42 PM,WBTC/USD,19431.0
10/13/2022,06:02:43 PM,WBTC/USD,19431.0
10/13/2022,06:02:45 PM,WBTC/USD,19431.0
10/13/2022,06:02:46 PM,WBTC/USD,19431.0
10/13/2022,06:02:47 PM,WBTC/USD,19436.0
10/13/2022,06:02:48 PM,WBTC/USD,19432.34
10/13/2022,06:02:49 PM,WBTC/USD,19436.0
10/13/2022,06:02:50 PM,WBTC/USD,19431.0
10/13/2022,06:02:51 PM,WBTC/USD,19433.0
10/13/2022,06:02:52 PM,WBTC/USD,19433.0
10/13/2022,06:02:53 PM,WBTC/USD,19431.0
10/13/2022,06:02:54 PM,WBTC/USD,19431.0
10/13/2022,06:02:56 PM,WBTC/USD,19432.0
10/13/2022,06:02:56 PM,WBTC/USD,19432.0
10/13/2022,06:02:57 PM,WBTC/USD,19432.0
10/13/2022,06:02:58 PM,WBTC/USD,19434.0
10/13/2022,06:02:59 PM,WBTC/USD,19429.0
10/13/2022,06:03:00 PM,WBTC/USD,19434.0
10/13/2022,06:03:01 PM,WBTC/USD,19434.0
10/13/2022,06:03:02 PM,WBTC/USD,19434.0
10/13/2022,06:03:03 PM,WBTC/USD,19434.0
10/13/2022,06:03:04 PM,WBTC/USD,19434.0
10/13/2022,06:03:06 PM,WBTC/USD,19434.0
10/13/2022,06:03:07 PM,WBTC/USD,19420.0
10/13/2022,06:03:08 PM,WBTC/USD,19434.0
10/13/2022,06:03:09 PM,WBTC/USD,19433.0
10/13/2022,06:03:10 PM,WBTC/USD,19433.0
10/13/2022,06:03:11 PM,WBTC/USD,19433.0
10/13/2022,06:03:12 PM,WBTC/USD,19433.0
10/13/2022,06:03:13 PM,WBTC/USD,19431.0
10/13/2022,06:03:15 PM,WBTC/USD,19431.0
10/13/2022,06:03:16 PM,WBTC/USD,19426.0
10/13/2022,06:03:17 PM,WBTC/USD,19431.0
10/13/2022,06:03:18 PM,WBTC/USD,19431.0
10/13/2022,06:03:19 PM,WBTC/USD,19431.0
10/13/2022,06:03:20 PM,WBTC/USD,19414.0
10/13/2022,06:03:21 PM,WBTC/USD,19431.0
10/13/2022,06:03:22 PM,WBTC/USD,19431.0
10/13/2022,06:03:23 PM,WBTC/USD,19419.0
10/13/2022,06:03:24 PM,WBTC/USD,19419.0
10/13/2022,06:03:25 PM,WBTC/USD,19419.0
10/13/2022,06:03:26 PM,WBTC/USD,19419.0
10/13/2022,06:03:27 PM,WBTC/USD,19419.0
10/13/2022,06:03:28 PM,WBTC/USD,19419.0
10/13/2022,06:03:28 PM,WBTC/USD,19419.0
10/13/2022,06:03:29 PM,WBTC/USD,19419.0
10/13/2022,06:03:30 PM,WBTC/USD,19419.0
10/13/2022,06:03:32 PM,WBTC/USD,19419.0
10/13/2022,06:03:33 PM,WBTC/USD,19419.0
10/13/2022,06:03:34 PM,WBTC/USD,19419.0
10/13/2022,06:03:35 PM,WBTC/USD,19414.22
10/13/2022,06:03:36 PM,WBTC/USD,19414.0
10/13/2022,06:03:37 PM,WBTC/USD,19414.13
10/13/2022,06:03:38 PM,WBTC/USD,19414.63
10/13/2022,06:03:39 PM,WBTC/USD,19414.0
10/13/2022,06:03:40 PM,WBTC/USD,19414.0
10/13/2022,06:03:41 PM,WBTC/USD,19415.0
10/13/2022,06:03:41 PM,WBTC/USD,19415.0
10/13/2022,06:03:42 PM,WBTC/USD,19415.0
10/13/2022,06:03:43 PM,WBTC/USD,19419.0
10/13/2022,06:03:44 PM,WBTC/USD,19419.0
10/13/2022,06:03:45 PM,WBTC/USD,19419.0
10/13/2022,06:03:46 PM,WBTC/USD,19419.0
10/13/2022,06:03:47 PM,WBTC/USD,19419.0
10/13/2022,06:03:48 PM,WBTC/USD,19419.0
10/13/2022,06:03:49 PM,WBTC/USD,19419.0
10/13/2022,06:03:50 PM,WBTC/USD,19419.0
10/13/2022,06:03:51 PM,WBTC/USD,19419.0
10/13/2022,06:03:52 PM,WBTC/USD,19419.0
10/13/2022,06:03:53 PM,WBTC/USD,19419.0
10/13/2022,06:03:54 PM,WBTC/USD,19419.0
10/13/2022,06:03:55 PM,WBTC/USD,19419.0
10/13/2022,06:03:56 PM,WBTC/USD,19419.0
10/13/2022,06:03:57 PM,WBTC/USD,19419.0
10/13/2022,06:03:58 PM,WBTC/USD,19419.0
10/13/2022,06:03:59 PM,WBTC/USD,19419.0
10/13/2022,06:04:00 PM,WBTC/USD,19419.0
10/13/2022,06:04:01 PM,WBTC/USD,19419.0
10/13/2022,06:04:02 PM,WBTC/USD,19419.0
10/13/2022,06:04:03 PM,WBTC/USD,19419.0
10/13/2022,06:04:04 PM,WBTC/USD,19419.0
10/13/2022,06:04:05 PM,WBTC/USD,19418.0
10/13/2022,06:04:06 PM,WBTC/USD,19418.0
10/13/2022,06:04:07 PM,WBTC/USD,19418.0
10/13/2022,06:04:08 PM,WBTC/USD,19419.0
10/13/2022,06:04:09 PM,WBTC/USD,19419.0
10/13/2022,06:04:10 PM,WBTC/USD,19419.0
10/13/2022,06:04:11 PM,WBTC/USD,19419.0
10/13/2022,06:04:12 PM,WBTC/USD,19419.0
10/13/2022,06:04:13 PM,WBTC/USD,19419.0
10/13/2022,06:04:14 PM,WBTC/USD,19419.0
10/13/2022,06:04:15 PM,WBTC/USD,19419.0
10/13/2022,06:04:16 PM,WBTC/USD,19419.0
10/13/2022,06:04:17 PM,WBTC/USD,19419.0
10/13/2022,06:04:18 PM,WBTC/USD,19419.0
10/13/2022,06:04:19 PM,WBTC/USD,19419.0
10/13/2022,06:04:20 PM,WBTC/USD,19417.0
10/13/2022,06:04:21 PM,WBTC/USD,19417.0
10/13/2022,06:04:22 PM,WBTC/USD,19417.0
10/13/2022,06:04:23 PM,WBTC/USD,19417.0
10/13/2022,06:04:24 PM,WBTC/USD,19417.0
10/13/2022,06:04:25 PM,WBTC/USD,19417.0
