Date,Time,Pair,Price
10/06/2022,10:41:56,WBTC/USD,20043.0
10/06/2022,10:41:57,WBTC/USD,20043.0
10/06/2022,10:41:58,WBTC/USD,20043.0
10/06/2022,10:41:59,WBTC/USD,20043.14
10/06/2022,10:41:59,WBTC/USD,20043.0
10/06/2022,10:42:00,WBTC/USD,20043.0
10/06/2022,10:42:02,WBTC/USD,20043.0
10/06/2022,10:42:03,WBTC/USD,20044.0
10/06/2022,10:42:04,WBTC/USD,20044.0
10/06/2022,10:42:05,WBTC/USD,20044.17726828
10/06/2022,10:42:06,WBTC/USD,20044.0
10/06/2022,10:42:07,WBTC/USD,20044.0
10/06/2022,10:42:08,WBTC/USD,20044.0
10/06/2022,10:42:09,WBTC/USD,20044.0
10/06/2022,10:42:10,WBTC/USD,20044.0
10/06/2022,10:42:11,WBTC/USD,20044.0
10/06/2022,10:42:12,WBTC/USD,20044.0
10/06/2022,10:42:13,WBTC/USD,20044.0
10/06/2022,10:42:15,WBTC/USD,20044.17726828
10/06/2022,10:42:16,WBTC/USD,20044.17726828
10/06/2022,10:42:17,WBTC/USD,20044.17726828
10/06/2022,10:42:18,WBTC/USD,20044.17726828
10/06/2022,10:42:19,WBTC/USD,20044.17726828
10/06/2022,10:42:20,WBTC/USD,20044.17726828
10/06/2022,10:42:22,WBTC/USD,20044.17726828
10/06/2022,10:42:22,WBTC/USD,20044.17726828
10/06/2022,10:42:24,WBTC/USD,20044.17726828
10/06/2022,10:42:25,WBTC/USD,20044.17726828
10/06/2022,10:42:26,WBTC/USD,20044.17726828
10/06/2022,10:42:27,WBTC/USD,20044.17726828
10/06/2022,10:42:28,WBTC/USD,20044.17726828
10/06/2022,10:42:29,WBTC/USD,20044.17726828
10/06/2022,10:42:30,WBTC/USD,20044.17726828
10/06/2022,10:42:31,WBTC/USD,20044.17726828
